Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
using information theory to identify redundancy in common laboratory tests in the intensive care unit,31,07,2015,BMC medical informatics and decision making,15,,1472-6947,Joon,Lee,"School of Public Health and Health Systems, University of Waterloo, Waterloo, Canada. joon.lee@uwaterloo.ca.",David M,Maslove,"Department of Medicine & Critical Care Program, Queen's University, Kingston, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortality prediction in icus using a novel time-slicing cox regression method,05,11,2015,AMIA ... Annual Symposium proceedings. AMIA Symposium,2015,,1942-597X,Yuan,Wang,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Wenlin,Chen,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Kevin,Heard,"School of Medicine, Washington University, St. Louis, MO.",Marin H,Kollef,"School of Medicine, Washington University, St. Louis, MO.",Thomas C,Bailey,"School of Medicine, Washington University, St. Louis, MO.",Zhicheng,Cui,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Yujie,He,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Chenyang,Lu,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",Yixin,Chen,"Department of Computer Science and Engineering, Washington University, St. Louis, MO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinical predictive modeling development and deployment through fhir web services,05,11,2015,AMIA ... Annual Symposium proceedings. AMIA Symposium,2015,,1942-597X,Mohammed,Khalilia,"Georgia Institute of Technology, Atlanta, Georgia.",Myung,Choi,"Georgia Institute of Technology, Atlanta, Georgia.",Amelia,Henderson,"Georgia Institute of Technology, Atlanta, Georgia.",Sneha,Iyengar,"Georgia Institute of Technology, Atlanta, Georgia.",Mark,Braunstein,"Georgia Institute of Technology, Atlanta, Georgia.",Jimeng,Sun,"Georgia Institute of Technology, Atlanta, Georgia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calcium supplementation improves clinical outcome in intensive care unit patients: a propensity score matched analysis of a large clinical database mimic-ii,13,10,2015,SpringerPlus,4,,2193-1801,Zhongheng,Zhang,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, 351#, Mingyue Road, Jinhua, Zhejiang 321000 China.",Kun,Chen,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, 351#, Mingyue Road, Jinhua, Zhejiang 321000 China.",Hongying,Ni,"Department of Critical Care Medicine, Jinhua Municipal Central Hospital, Jinhua Hospital of Zhejiang University, 351#, Mingyue Road, Jinhua, Zhejiang 321000 China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuzzy modeling to predict severely depressed left ventricular ejection fraction following admission to the intensive care unit using clinical physiology,05,08,2015,TheScientificWorldJournal,2015,,1537-744X,Rúben Duarte M A,Pereira,"IDMEC, Instituto Superior Técnico, Universidade de Lisboa, 1049-001 Lisboa, Portugal ; Engineering Systems Division, Massachusetts Institute of Technology, Cambridge, MA 02139, USA.",Cátia M,Salgado,"IDMEC, Instituto Superior Técnico, Universidade de Lisboa, 1049-001 Lisboa, Portugal.",Andre,Dejam,"Beth Israel Deaconess Medical Center, Cardiology Division and Harvard Medical School, Boston, MA 02215, USA.",Shane R,Reti,"Beth Israel Deaconess Medical Center, Division of Clinical Informatics and Harvard Medical School, Boston, MA 02215, USA.",Susana M,Vieira,"IDMEC, Instituto Superior Técnico, Universidade de Lisboa, 1049-001 Lisboa, Portugal.",João M C,Sousa,"IDMEC, Instituto Superior Técnico, Universidade de Lisboa, 1049-001 Lisboa, Portugal.",Leo A,Celi,"Beth Israel Deaconess Medical Center, Pulmonary Division and Harvard Medical School, Boston, MA 02215, USA.",Stan N,Finkelstein,"Engineering Systems Division, Massachusetts Institute of Technology, Cambridge, MA 02139, USA ; Massachusetts Institute of Technology, Harvard-MIT Division of Health Sciences & Technology, Cambridge, MA 02139, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
customization of a severity of illness score using local electronic medical record data,12,05,2015,Journal of intensive care medicine,32,1,1525-1489,Joon,Lee,"School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada joon.lee@uwaterloo.ca.",David M,Maslove,"Department of Medicine & Critical Care Program, Queen's University, Kingston, Ontario, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
designing optimal mortality risk prediction scores that preserve clinical knowledge,06,06,2015,Journal of biomedical informatics,56,,1532-0480,Natalia M,Arzeno,"Department of Electrical and Computer Engineering, The University of Texas at Austin, 1 University Station C0803, Austin, TX 78712, USA. Electronic address: narzeno@utexas.edu.",Karla A,Lawson,"Trauma Services, Dell Children's Medical Center of Central Texas, 4900 Mueller Blvd., Austin, TX 78723, USA. Electronic address: kalawson@seton.org.",Sarah V,Duzinski,"Trauma Services, Dell Children's Medical Center of Central Texas, 4900 Mueller Blvd., Austin, TX 78723, USA. Electronic address: svduzinski@seton.org.",Haris,Vikalo,"Department of Electrical and Computer Engineering, The University of Texas at Austin, 1 University Station C0803, Austin, TX 78712, USA. Electronic address: hvikalo@ece.utexas.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a study of neural word embeddings for named entity recognition in clinical text,05,11,2015,AMIA ... Annual Symposium proceedings. AMIA Symposium,2015,,1942-597X,Yonghui,Wu,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, USA.",Jun,Xu,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, USA.",Min,Jiang,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, USA.",Yaoyun,Zhang,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, USA.",Hua,Xu,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mortality prediction model of septic shock patients based on routinely recorded data,18,10,2015,Computational and mathematical methods in medicine,2015,,1748-6718,Marta,Carrara,"Department of Electronics, Information and Bioengineering, University Politecnico of Milan, Piazza Leonardo da Vinci 32, 20133 Milan, Italy.",Giuseppe,Baselli,"Department of Electronics, Information and Bioengineering, University Politecnico of Milan, Piazza Leonardo da Vinci 32, 20133 Milan, Italy.",Manuela,Ferrario,"Department of Electronics, Information and Bioengineering, University Politecnico of Milan, Piazza Leonardo da Vinci 32, 20133 Milan, Italy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reproducing a prospective clinical study as a computational retrospective study in mimic-ii,05,11,2015,AMIA ... Annual Symposium proceedings. AMIA Symposium,2015,,1942-597X,Fabrício S P,Kury,"National Library of Medicine, Bethesda, MD, United States.",Vojtech,Huser,"National Library of Medicine, Bethesda, MD, United States.",James J,Cimino,"National Library of Medicine, Bethesda, MD, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
