Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
risk prediction for heart failure incidence within 1-year using clinical and laboratory factors,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,,Fen Miao,,,Yun-Peng Cai,,,Yuan-Ting Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antibody-mediated functional control of a dansylated polytheonamide mimic,28,01,2014,"Chemical communications (Cambridge, England)",50,8,1364-548X,Hiroaki,Itoh,"Graduate School of Pharmaceutical Sciences, The University of Tokyo, Hongo, Bunkyo-ku, Tokyo 113-0033, Japan. inoue@mol.f.u-tokyo.ac.jp.",Masayuki,Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is there opportunity for automated decision-support and closed-loop control in icu patients receiving vasopressor infusion?,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,Ramin,Bighamian,,Cal,Rubbo,,Jill E,Thorsen,,,Jin-Oh Hahn,,Andrew T,Reisner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"n-gram support vector machines for scalable procedure and diagnosis classification, with applications to clinical free text data from the intensive care unit",30,04,2014,Journal of the American Medical Informatics Association : JAMIA,21,5,1527-974X,Ben J,Marafino,"Philip R. Lee Institute for Health Policy Studies, School of Medicine, University of California, San Francisco, California, USA.",Jason M,Davies,"Philip R. Lee Institute for Health Policy Studies, School of Medicine, University of California, San Francisco, California, USA Department of Neurosurgery, University of California, San Francisco, California, USA.",Naomi S,Bardach,"Philip R. Lee Institute for Health Policy Studies, School of Medicine, University of California, San Francisco, California, USA Department of Pediatrics, University of California, San Francisco, California, USA.",Mitzi L,Dean,"Philip R. Lee Institute for Health Policy Studies, School of Medicine, University of California, San Francisco, California, USA.",R Adams,Dudley,"Philip R. Lee Institute for Health Policy Studies, School of Medicine, University of California, San Francisco, California, USA Center for Healthcare Value, University of California, San Francisco, California, USA Department of Epidemiology and Biostatistics, University of California, San Francisco, California, USA Department of Medicine, University of California, San Francisco, California, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
false ventricular tachycardia alarm suppression in the icu based on the discrete wavelet transform in the ecg signal,02,08,2014,Journal of electrocardiology,47,6,1532-8430,Rebeca,Salas-Boni,"Department of Physiological Nursing, University of California, San Francisco, CA, USA. Electronic address: rebeca.salas-boni@ucsf.edu.",Yong,Bai,"Department of Bioengineering, University of California, Los Angeles, CA, USA.",Patricia Rae Eileen,Harris,"Department of Physiological Nursing, University of California, San Francisco, CA, USA.",Barbara J,Drew,"Department of Physiological Nursing, University of California, San Francisco, CA, USA.",Xiao,Hu,"Department of Physiological Nursing, University of California, San Francisco, CA, USA; Department of Neurosurgery, University of California, San Francisco, CA, USA; Institute for Computational Health Sciences, University of California, San Francisco, CA, USA; Affiliate, UCB/UCSF Graduate Group in Bioengineering, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an early respiratory distress detection method with markov models,XX,XX,2014,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2014,,2694-0604,Hariharan,Ravishankar,,Aditya,Saha,,Gokul,Swamy,,Sahika,Genc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
precise:privacy-preserving cloud-assisted quality improvement service in healthcare,XX,10,2014,IEEE International Conference on Systems Biology : [proceedings]. IEEE International Conference on Systems Biology,2014,,2325-0704,Feng,Chen,"School of Electrical and Computer Engineering, University of Oklahoma, Tulsa, OK, 74135 USA.",Shuang,Wang,"Division of Biomedical Informatics, University of California, San Diego, La Jolla, CA 92093 USA.",Noman,Mohammed,"School of Computer Science, McGill University, Montreal, Montreal, Quebec, H3A 0G4, Canada.",Samuel,Cheng,"School of Electrical and Computer Engineering, University of Oklahoma, Tulsa, OK, 74135 USA.",Xiaoqian,Jiang,"Division of Biomedical Informatics, University of California, San Diego, La Jolla, CA 92093 USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
majority and minority gates realized in enzyme-biocatalyzed systems integrated with logic networks and interfaced with bioelectronic systems,10,06,2014,The journal of physical chemistry. B,118,24,1520-5207,Shay,Mailloux,"Department of Chemistry and Biomolecular Science, Clarkson University , Potsdam, New York 13699-5810, United States.",Nataliia,Guz,,Andrey,Zakharchenko,,Sergiy,Minko,,Evgeny,Katz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leveraging a critical care database: selective serotonin reuptake inhibitor use prior to icu admission is associated with increased hospital mortality,XX,04,2014,Chest,145,4,1931-3543,Marzyeh,Ghassemi,"Massachusetts Institute of Technology, Cambridge, MA.",John,Marshall,"Beth Israel Deaconess Medical Center, Boston, MA.",Nakul,Singh,"Harvard School of Public Health, Boston, MA.",David J,Stone,"University of Virginia School of Medicine, Charlottesville, VA.",Leo Anthony,Celi,"Massachusetts Institute of Technology, Cambridge, MA; Beth Israel Deaconess Medical Center, Boston, MA. Electronic address: lceli@bidmc.harvard.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinical data mining by exploring public mimic-ii intensive care database,XX,11,2014,Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation,38,6,1671-7104,Jian,Wang,,Zhengbo,Zhang,,Weidong,Wang,,Liang,Pan,,Xiaoke,Chai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
