Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
multitask learning and benchmarking with clinical time series data,17,06,2019,Scientific data,6,1,2052-4463,Hrayr,Harutyunyan,"USC Information Sciences Institute, Marina del Rey, California, 90292, United States of America.",Hrant,Khachatrian,"YerevaNN, Yerevan, 0025, Armenia. hrant@yerevann.com.",David C,Kale,"USC Information Sciences Institute, Marina del Rey, California, 90292, United States of America.",Greg,Ver Steeg,"USC Information Sciences Institute, Marina del Rey, California, 90292, United States of America.",Aram,Galstyan,"USC Information Sciences Institute, Marina del Rey, California, 90292, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting sepsis with a recurrent neural network using the mimic iii database,20,08,2019,Computers in biology and medicine,113,,1879-0534,Matthieu,Scherpf,"Institute of Biomedical Engineering, TU Dresden, Germany. Electronic address: Matthieu.Scherpf@tu-dresden.de.",Felix,Gräßer,"Institute of Biomedical Engineering, TU Dresden, Germany.",Hagen,Malberg,"Institute of Biomedical Engineering, TU Dresden, Germany.",Sebastian,Zaunseder,"Faculty of Information Technology, FH Dortmund, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
platelet-to-lymphocyte ratio as a prognostic predictor of mortality for sepsis: interaction effect with disease severity-a retrospective study,25,01,2019,BMJ open,9,1,2044-6055,Yanfei,Shen,"Department of Intensive Care Unit, Zhejiang Hospital, Hangzhou, China.",Xinmei,Huang,"Department of Otolaryngological, Jinhua TCM hospital, Jinhua, P. R. China.",Weimin,Zhang,"Department of Intensive Care Unit, Dongyang People's Hospital, Jinhua, P.R. China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an empirical evaluation of deep learning for icd-9 code assignment using mimic-iii clinical notes,25,05,2019,Computer methods and programs in biomedicine,177,,1872-7565,Jinmiao,Huang,"Georgia Institute of Technology, North Ave NW, Atlanta, Georgia, 30332, USA. Electronic address: vichuang@gatech.edu.",Cesar,Osorio,"Georgia Institute of Technology, North Ave NW, Atlanta, Georgia, 30332, USA. Electronic address: cesar.osorio@gatech.edu.",Luke Wicent,Sy,"Georgia Institute of Technology, North Ave NW, Atlanta, Georgia, 30332, USA. Electronic address: sylukewicent@gmail.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeking predictors for paroxysmal atrial fibrillation in stroke with an online clinical database,05,12,2019,Northern clinics of Istanbul,7,4,2536-4553,Sefik Evren,Erdener,"Hacettepe University, Institute of Neurological Sciences and Psychiatry, Ankara, Turkey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimating systolic blood pressure using convolutional neural networks,XX,XX,2019,Studies in health technology and informatics,261,,1879-8365,Solmaz,Rastegar,"School of Engineering, Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand.",Hamid,Gholamhosseini,"School of Engineering, Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand.",Andrew,Lowe,"School of Engineering, Computer and Mathematical Sciences, Auckland University of Technology, Auckland, New Zealand.",Farhad,Mehdipour,"Otago Polytechnic, Auckland, New Zealand.",Maria,Lindén,"School of Innovation, Design, and Engineering, Mälardalen University, Västerås, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early prediction of acute kidney injury following icu admission using a multivariate panel of physiological measurements,31,01,2019,BMC medical informatics and decision making,19,Suppl 1,1472-6947,Lindsay P,Zimmerman,"Northwestern University, Evanston, IL, 60208, USA.",Paul A,Reyfman,"Northwestern University, Evanston, IL, 60208, USA.",Angela D R,Smith,"Northwestern University, Evanston, IL, 60208, USA.",Zexian,Zeng,"Northwestern University, Evanston, IL, 60208, USA.",Abel,Kho,"Northwestern University, Evanston, IL, 60208, USA.",L Nelson,Sanchez-Pinto,"Northwestern University, Evanston, IL, 60208, USA.",Yuan,Luo,"Northwestern University, Evanston, IL, 60208, USA. Yuan.luo@northwestern.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
using self organizing maps to compare sepsis patients from the neonatal and adult intensive care unit,06,05,2019,AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,2019,,2153-4063,Benjamin,Goddard,"Center for Biomedical Informatics, Brown University, Providence, RI USA.",Jonathan,Chang,"Center for Biomedical Informatics, Brown University, Providence, RI USA.",Indra Neil,Sarkar,"Center for Biomedical Informatics, Brown University, Providence, RI USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting in-hospital mortality of patients with acute kidney injury in the icu using random forest model,12,02,2019,International journal of medical informatics,125,,1872-8243,Ke,Lin,"National Institute of Health Data Science, Peking University, Beijing, China; Center for Data Science in Health and Medicine, Peking University, Beijing, China; Department of Epidemiology and Biostatistics, School of Public Health, Peking University, Beijing, China.",Yonghua,Hu,"Department of Epidemiology and Biostatistics, School of Public Health, Peking University, Beijing, China; Medical Informatics Center, Peking University, Beijing, China.",Guilan,Kong,"National Institute of Health Data Science, Peking University, Beijing, China; Center for Data Science in Health and Medicine, Peking University, Beijing, China. Electronic address: guilan.kong@hsc.pku.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
noise detection in electrocardiogram signals for intensive care unit patients,01,07,2019,"IEEE access : practical innovations, open solutions",7,,2169-3536,Syed Khairul,Bashar,"Department of Biomedical Engineering, University of Connecticut, Storrs, CT 06269, USA.",Eric,Ding,"Division of Cardiology, University of Massachusetts Medical School, Worcester, MA 01655, USA.",Allan J,Walkey,"Department of Medicine, Boston University School of Medicine, Boston, MA 02118, USA.",David D,McManus,"Division of Cardiology, University of Massachusetts Medical School, Worcester, MA 01655, USA.",Ki H,Chon,"Department of Biomedical Engineering, University of Connecticut, Storrs, CT 06269, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a visualisation and extraction tool for time series in the mimic iii database,03,09,2019,Studies in health technology and informatics,267,,1879-8365,Sven,Festag,"Department of Medical Informatics, Medical Faculty, RWTH Aachen University.",Cord,Spreckelsen,"Department of Medical Informatics, Medical Faculty, RWTH Aachen University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an attention based deep learning model of clinical events in the intensive care unit,13,02,2019,PloS one,14,2,1932-6203,Deepak A,Kaji,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",John R,Zech,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",Jun S,Kim,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",Samuel K,Cho,"Icahn School of Medicine at Mount Sinai, Department of Orthopaedics, New York, NY, United States of America.",Neha S,Dangayach,"Icahn School of Medicine at Mount Sinai, Department of Neurological Surgery, New York, NY, United States of America.",Anthony B,Costa,"Icahn School of Medicine at Mount Sinai, Department of Neurological Surgery, New York, NY, United States of America.",Eric K,Oermann,"Icahn School of Medicine at Mount Sinai, Department of Neurological Surgery, New York, NY, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nocturnal mean arterial pressure rising is associated with mortality in the intensive care unit: a retrospective cohort study,28,09,2019,Journal of the American Heart Association,8,19,2047-9980,Jiamei,Li,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Ruohan,Li,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Ya,Gao,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Jingjing,Zhang,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Yujie,Zhao,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Xiaoling,Zhang,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,Gang,Wang,Department of Critical Care Medicine The Second Affiliated Hospital of Xi'an Jiaotong University Xi'an China.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
