Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
severity classification of chronic obstructive pulmonary disease and asthma with heart rate and spo2 sensors,XX,07,2018,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2018,,2694-0604,Tasnuba,Siddiqui,,Bashir I,Morshed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"big data in healthcare - the promises, challenges and opportunities from a research perspective: a case study with a model database",16,04,2018,AMIA ... Annual Symposium proceedings. AMIA Symposium,2017,,1942-597X,Mohammad,Adibuzzaman,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, Indiana, USA.",Poching,DeLaurentis,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, Indiana, USA.",Jennifer,Hill,"Regenstrief Center for Healthcare Engineering, Purdue University, West Lafayette, Indiana, USA.",Brian D,Benneyworth,"Children's Health Services Research Group, Department of Pediatrics, Indiana University School of Medicine, Indianapolis, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analysis of diseases distribution in medical information mart for intensive care iii database,XX,06,2018,Zhonghua wei zhong bing ji jiu yi xue,30,6,2095-4352,Yong,Fan,"Department of Biomedical Engineering and Maintenance Center, Chinese PLA General Hospital, Beijing 100853, China (Fan Y, Li PY, Zhang ZB, Cao DS); Department of Emergency, Chinese PLA General Hospital, Beijing 100853, China (Zhao YZ, Jia LJ, Li KY, Feng C, Pan F, Li TS); Medical Information Center, Chinese PLA General Hospital, Beijing 100853, China (Zhang ZB); School of Biological Science and Medical Engineering, Beihang University, Beijing 100191, China (Liu XL). Corresponding author: Zhang Zhengbo, Email: zhengbozhang@126.com.",Yuzhuo,Zhao,,Peiyao,Li,,Xiaoli,Liu,,Lijing,Jia,,Kaiyuan,Li,,Cong,Feng,,Fei,Pan,,Tanshi,Li,,Zhengbo,Zhang,,Desen,Cao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sentiment in nursing notes as an indicator of out-of-hospital mortality in intensive care patients,07,06,2018,PloS one,13,6,1932-6203,Ian E R,Waudby-Smith,"Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada.",Nam,Tran,"Health Data Science Lab, School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada.",Joel A,Dubin,"Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ontario, Canada.",Joon,Lee,"Health Data Science Lab, School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recurrent neural networks for multivariate time series with missing values,17,04,2018,Scientific reports,8,1,2045-2322,Zhengping,Che,"University of Southern California, Department of Computer Science, Los Angeles, CA, 90089, USA. zche@usc.edu.",Sanjay,Purushotham,"University of Southern California, Department of Computer Science, Los Angeles, CA, 90089, USA.",Kyunghyun,Cho,"New York University, Department of Computer Science, New York, NY, 10012, USA.",David,Sontag,"Massachusetts Institute of Technology, Department of Electrical Engineering and Computer Science, Cambridge, MA, 02139, USA.",Yan,Liu,"University of Southern California, Department of Computer Science, Los Angeles, CA, 90089, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction of 60-day case fatality in critically ill patients receiving renal replacement therapy: external validation of a prediction model,XX,08,2018,"Shock (Augusta, Ga.)",50,2,1540-0514,Gloria Maria Custodio de,Carvalho,"Medical Sciences Postgraduate Program, Department of Clinical Medicine, Universidade Federal do Ceará, Fortaleza, Ceara, Brazil.",Tacyano Tavares,Leite,"Medical Sciences Postgraduate Program, Department of Clinical Medicine, Universidade Federal do Ceará, Fortaleza, Ceara, Brazil.",Alexandre Braga,Libório,"Medical Sciences Postgraduate Program, Department of Clinical Medicine, Universidade Federal do Ceará, Fortaleza, Ceara, Brazil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
positive fluid balance is associated with increased in-hospital mortality in patients with intracerebral hemorrhage,13,11,2018,Brain injury,33,2,1362-301X,Yanfei,Shen,"Department of Intensive Care Unit, Zhejiang Hospital, Hangzhou, P.R. China.",Xinmei,Huang,"Department of Otolaryngology, Jinhua TCM Hospital, Jinhua, P.R. China.",Yongxia,Hu,"Department of Intensive Care Unit, Dongyang People Hospital, Dongyang, P.R. China.",Weimin,Zhang,"Department of Intensive Care Unit, Dongyang People Hospital, Dongyang, P.R. China.",Liquan,Huang,"Department of Intensive Care Unit, Zhejiang Provincial Hospital of TCM, The First Affiliated Hospital of Zhejiang Chinese Medical University, Hangzhou, P.R. China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mapping patient trajectories using longitudinal extraction and deep learning in the mimic-iii critical care database,XX,XX,2018,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,23,,2335-6936,Brett K,Beaulieu-Jones,"Computational Genetics Lab, Institute for Biomedical Informatics, Perelman School of Medicine, University of Pennsylvania, 3700 Hamilton Walk, Philadelphia PA, 19104, United States of America, brettbe@med.upenn.edu.",Patryk,Orzechowski,,Jason H,Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high serum iron level is associated with increased mortality in patients with sepsis,23,07,2018,Scientific reports,8,1,2045-2322,Peng,Lan,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",Kong-Han,Pan,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",Shuo-Jia,Wang,"Department of Epidemiology and Health Statistics, School of Public Health, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China.",Qiu-Cheng,Shi,"Department of Infectious Disease, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",Yun-Xian,Yu,"Department of Epidemiology and Health Statistics, School of Public Health, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China.",Ying,Fu,"Department of Clinical Laboratory, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",Yan,Chen,"Department of Infectious Disease, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",Yan,Jiang,"Department of Infectious Disease, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",Xiao-Ting,Hua,"Department of Infectious Disease, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",Jian-Cang,Zhou,"Department of Critical Care Medicine, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China. jiancangzhou@zju.edu.cn.",Yun-Song,Yu,"Department of Infectious Disease, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
machine learning for real-time prediction of complications in critical care: a retrospective study,28,09,2018,The Lancet. Respiratory medicine,6,12,2213-2619,Alexander,Meyer,"Department of Cardiothoracic and Vascular Surgery, Deutsches Herzzentrum Berlin, Berlin, Germany; DZHK (German Centre for Cardiovascular Research), Partner Site Berlin, Berlin, Germany; Berlin Institute of Health, Berlin, Germany. Electronic address: meyera@dhzb.de.",Dina,Zverinski,"Department of Cardiothoracic and Vascular Surgery, Deutsches Herzzentrum Berlin, Berlin, Germany; Department of Computer Science, ETH Zurich, Zurich, Switzerland.",Boris,Pfahringer,"Department of Cardiothoracic and Vascular Surgery, Deutsches Herzzentrum Berlin, Berlin, Germany; Berlin Institute of Health, Berlin, Germany.",Jörg,Kempfert,"Department of Cardiothoracic and Vascular Surgery, Deutsches Herzzentrum Berlin, Berlin, Germany.",Titus,Kuehne,"Institute of Imaging Science and Computational Modelling, Charité - Universitätsmedizin Berlin, Berlin, Germany.",Simon H,Sündermann,"Department of Cardiothoracic and Vascular Surgery, Deutsches Herzzentrum Berlin, Berlin, Germany; Department of Cardiovascular Surgery, Charité - Universitätsmedizin Berlin, Berlin, Germany.",Christof,Stamm,"Department of Cardiothoracic and Vascular Surgery, Deutsches Herzzentrum Berlin, Berlin, Germany; Berlin Center for Regenerative Therapies, Charité - Universitätsmedizin Berlin, Berlin, Germany; DZHK (German Centre for Cardiovascular Research), Partner Site Berlin, Berlin, Germany.",Thomas,Hofmann,"Department of Computer Science, ETH Zurich, Zurich, Switzerland.",Volkmar,Falk,"Department of Cardiothoracic and Vascular Surgery, Deutsches Herzzentrum Berlin, Berlin, Germany; Department of Cardiovascular Surgery, Charité - Universitätsmedizin Berlin, Berlin, Germany; DZHK (German Centre for Cardiovascular Research), Partner Site Berlin, Berlin, Germany.",Carsten,Eickhoff,"Department of Computer Science, ETH Zurich, Zurich, Switzerland; Center for Biomedical Informatics, Brown University, Providence, RI, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
