Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
real-time prognosis of icu physiological data streams,XX,XX,2010,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2010,,2375-7477,Daby,Sow,"IBM T.J. Watson Research Center, New York, NY, USA. sowdaby@us.ibm.com",Alain,Biem,,Jimeng,Sun,,Jianying,Hu,,Shahram,Ebadollahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation of monitoring cardiac output by long time interval analysis of a radial arterial blood pressure waveform using the mimic ii database,XX,XX,2010,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2010,,2375-7477,Guanqun,Zhang,"Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI 48824, USA. zhanggu2@msu.edu",Ramakrishna,Mukkamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting patient's trajectory of physiological data using temporal trends in similar patients: a system for near-term prognostics,13,11,2010,AMIA ... Annual Symposium proceedings. AMIA Symposium,2010,,1942-597X,Shahram,Ebadollahi,"IBM T.J. Watson Research Center, Hawthorne, NY.",Jimeng,Sun,,David,Gotz,,Jianying,Hu,,Daby,Sow,,Chalapathy,Neti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"hiv fusion peptide penetrates, disorders, and softens t-cell membrane mimics",22,07,2010,Journal of molecular biology,402,1,1089-8638,Stephanie,Tristram-Nagle,"Biological Physics Group, Department of Physics, Carnegie Mellon University, Pittsburgh, PA 15213, USA. stn@cmu.edu",Rob,Chan,,Edgar,Kooijman,,Pradeep,Uppamoochikkal,,Wei,Qiang,,David P,Weliky,,John F,Nagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
functionalization of manganite nanoparticles and their interaction with biologically relevant small ligands: picosecond time-resolved fret studies,11,10,2010,Nanoscale,2,12,2040-3372,Anupam,Giri,"Unit for Nano Science & Technology, S. N. Bose National Centre for Basic Sciences, Block JD, Sector III, Salt Lake, Kolkata, 700 098, India. arup@bose.res.in",Abhinandan,Makhal,,Barnali,Ghosh,,A K,Raychaudhuri,,Samir Kumar,Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypotension as a risk factor for acute kidney injury in icu patients,XX,XX,2010,Computing in cardiology,37,,2325-8861,Li-Wei,Lehman,"Harvard-MIT Division of Health Sciences and Technology, Cambridge, MA, USA.",Mohammed,Saeed,,George,Moody,,Roger,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an investigation of patterns in hemodynamic data indicative of impending hypotension in intensive care,25,10,2010,Biomedical engineering online,9,,1475-925X,Joon,Lee,"Harvard-MIT Division of Health Sciences and Technology, 45 Carleton Street, Cambridge, MA 02142, USA. joonlee@mit.edu",Roger G,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wavelet based time series forecast with application to acute hypotensive episodes prediction,XX,XX,2010,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2010,,2375-7477,T,Rocha,"Departamento de Engenharia Informática e de Sistemas, Instituto Superior de Engenharia de Coimbra, Portugal. teresa@isec.pt",S,Paredes,,P,Carvalho,,J,Henriques,,M,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"design, synthesis, biological evaluation, and modeling of a non-carbohydrate antagonist of the myelin-associated glycoprotein",17,08,2010,Bioorganic & medicinal chemistry,18,20,1464-3391,Oliver,Schwardt,"Institute of Molecular Pharmacy, Pharmacenter, University of Basel, Klingelbergstrasse 50, CH-4056 Basel, Switzerland.",Hendrik,Koliwer-Brandl,,Raphael,Zimmerli,,Stefanie,Mesch,,Gianluca,Rossato,,Morena,Spreafico,,Angelo,Vedani,,Sørge,Kelm,,Beat,Ernst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
investigating resuscitation code assignment in the intensive care unit using structured and unstructured data,13,11,2010,AMIA ... Annual Symposium proceedings. AMIA Symposium,2010,,1942-597X,Sharon L,Lojun,"Boston University Medical Center, Boston, MA.",Christina J,Sauper,,Mitchell,Medow,,William J,Long,,Roger G,Mark,,Regina,Barzilay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
